General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Pest Control Services,04/27/2023,Invoice,1496,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),350.00,"7,815.13"
,Pest Control Services,05/01/2023,Invoice,1523,Romaguera and Sons,,Accounts Receivable (A/R),70.00,"7,885.13"
,Pest Control Services,05/18/2023,Invoice,1538,Ortiz-Rogahn,,Accounts Receivable (A/R),350.00,"8,235.13"
,Pest Control Services,05/23/2023,Deposit,,,,Savings,"88,909.23","97,144.36"
,Pest Control Services,05/29/2023,Invoice,1526,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),350.00,"97,494.36"
,Pest Control Services,06/22/2023,Sales Receipt,1581,Glover-Pfannerstill,,Undeposited Funds,35.00,"97,529.36"
,Pest Control Services,06/25/2023,Invoice,1556,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,"97,774.36"
,Pest Control Services,06/26/2023,Invoice,1565,Bahringer Inc,,Accounts Receivable (A/R),245.00,"98,019.36"
,Pest Control Services,07/28/2023,Invoice,1599,Mayert-Lehner,,Accounts Receivable (A/R),35.00,"98,054.36"
,Pest Control Services,08/05/2023,Invoice,1624,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),350.00,"98,404.36"
,Pest Control Services,08/16/2023,Sales Receipt,1637,Shanahan LLC,,Undeposited Funds,35.00,"98,439.36"
,Pest Control Services,08/26/2023,Invoice,1631,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),350.00,"98,789.36"
,Pest Control Services,08/28/2023,Sales Receipt,1646,"Stokes, Murray and Wolff",,Undeposited Funds,35.00,"98,824.36"
,Pest Control Services,09/01/2023,Invoice,1663,Bergstrom LLC,,Accounts Receivable (A/R),140.00,"98,964.36"
,Pest Control Services,09/01/2023,Invoice,1663,Bergstrom LLC,,Accounts Receivable (A/R),210.00,"99,174.36"
,Pest Control Services,09/04/2023,Invoice,1669,Ortiz-Rogahn,,Accounts Receivable (A/R),350.00,"99,524.36"
,Pest Control Services,09/10/2023,Deposit,,,,Checking,"11,423.21","110,947.57"
,Pest Control Services,09/11/2023,Deposit,,,,Checking,"44,880.34","155,827.91"
,Pest Control Services,09/27/2023,Sales Receipt,1671,Greenholt-Cassin,,Undeposited Funds,35.00,"155,862.91"
,Pest Control Services,10/05/2023,Invoice,1686,Johnston-Berge,,Accounts Receivable (A/R),35.00,"155,897.91"
,Pest Control Services,11/06/2023,Invoice,1737,Huels Group,,Accounts Receivable (A/R),70.00,"155,967.91"
,Pest Control Services,11/13/2023,Invoice,1727,Baumbach-Botsford,,Accounts Receivable (A/R),245.00,"156,212.91"
,Pest Control Services,11/25/2023,Sales Receipt,1752,"Langworth, Nolan and Harris",,Undeposited Funds,35.00,"156,247.91"
,Pest Control Services,12/11/2023,Invoice,1770,Welch Inc,,Accounts Receivable (A/R),140.00,"156,387.91"
,Pest Control Services,12/22/2023,Invoice,1758,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),105.00,"156,492.91"
,Pest Control Services,01/02/2024,Sales Receipt,1810,Welch Inc,,Undeposited Funds,35.00,"156,527.91"
,Pest Control Services,01/05/2024,Invoice,1808,Ebert-Krajcik,,Accounts Receivable (A/R),105.00,"156,632.91"
,Pest Control Services,01/05/2024,Invoice,1808,Ebert-Krajcik,,Accounts Receivable (A/R),105.00,"156,737.91"
,Pest Control Services,01/09/2024,Sales Receipt,1813,"Stokes, Murray and Wolff",,Undeposited Funds,35.00,"156,772.91"
,Pest Control Services,01/14/2024,Invoice,1793,Huels Group,,Accounts Receivable (A/R),140.00,"156,912.91"
,Pest Control Services,01/15/2024,Invoice,1797,Schoen-O'Reilly,,Accounts Receivable (A/R),350.00,"157,262.91"
,Pest Control Services,01/18/2024,Sales Receipt,1818,Greenholt-Cassin,,Undeposited Funds,35.00,"157,297.91"
,Pest Control Services,01/30/2024,Invoice,1800,Schoen-O'Reilly,,Accounts Receivable (A/R),350.00,"157,647.91"
,Pest Control Services,01/30/2024,Deposit,,,,Savings,"2,693.97","160,341.88"
,Pest Control Services,02/07/2024,Invoice,1828,"Willms, Ratke and Little",,Accounts Receivable (A/R),140.00,"160,481.88"
,Pest Control Services,02/15/2024,Invoice,1833,Mayert-Lehner,,Accounts Receivable (A/R),105.00,"160,586.88"
,Pest Control Services,02/21/2024,Invoice,1821,Hand LLC,,Accounts Receivable (A/R),70.00,"160,656.88"
,Pest Control Services,02/24/2024,Credit Memo,1849,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),-35.00,"160,621.88"
,Pest Control Services,03/13/2024,Invoice,1867,Schoen-O'Reilly,,Accounts Receivable (A/R),245.00,"160,866.88"
,Pest Control Services,03/16/2024,Sales Receipt,1870,Romaguera and Sons,,Undeposited Funds,35.00,"160,901.88"
,Pest Control Services,04/02/2024,Invoice,1900,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),315.00,"161,216.88"
,Pest Control Services,04/16/2024,Invoice,1882,Bahringer Inc,,Accounts Receivable (A/R),70.00,"161,286.88"
,Pest Control Services,04/16/2024,Invoice,1886,Mayert-Lehner,,Accounts Receivable (A/R),175.00,"161,461.88"
,Pest Control Services,04/17/2024,Sales Receipt,1902,Morar-Ernser,,Undeposited Funds,35.00,"161,496.88"
,Pest Control Services,05/01/2024,Sales Receipt,1943,Fadel LLC,,Undeposited Funds,35.00,"161,531.88"
,Pest Control Services,05/03/2024,Invoice,1926,Krajcik Inc,,Accounts Receivable (A/R),245.00,"161,776.88"
,Pest Control Services,05/15/2024,Invoice,1929,"Willms, Ratke and Little",,Accounts Receivable (A/R),175.00,"161,951.88"
,Pest Control Services,05/18/2024,Invoice,1934,Watsica-Gottlieb,,Accounts Receivable (A/R),210.00,"162,161.88"
,Pest Control Services,05/31/2024,Invoice,1920,Bahringer Inc,,Accounts Receivable (A/R),35.00,"162,196.88"
,Pest Control Services,06/06/2024,Invoice,1952,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),140.00,"162,336.88"
,Pest Control Services,06/13/2024,Invoice,1967,Johnston-Berge,,Accounts Receivable (A/R),245.00,"162,581.88"
,Pest Control Services,06/17/2024,Invoice,1949,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),350.00,"162,931.88"
,Pest Control Services,07/07/2024,Invoice,2000,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),175.00,"163,106.88"
,Pest Control Services,08/07/2024,Invoice,2032,Sauer Group,,Accounts Receivable (A/R),105.00,"163,211.88"
,Pest Control Services,08/11/2024,Deposit,,,,Savings,"3,411.02","166,622.90"
,Pest Control Services,08/14/2024,Invoice,2036,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),70.00,"166,692.90"
,Pest Control Services,08/17/2024,Invoice,2030,Fadel-Oberbrunner,,Accounts Receivable (A/R),140.00,"166,832.90"
,Pest Control Services,08/19/2024,Invoice,2040,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),175.00,"167,007.90"
,Pest Control Services,09/02/2024,Invoice,2055,"Lehner, Hane and Borer",,Accounts Receivable (A/R),70.00,"167,077.90"
,Pest Control Services,09/02/2024,Invoice,2056,Morar-Ernser,,Accounts Receivable (A/R),245.00,"167,322.90"
,Pest Control Services,09/03/2024,Invoice,2062,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),245.00,"167,567.90"
,Pest Control Services,09/07/2024,Invoice,2069,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),70.00,"167,637.90"
,Pest Control Services,09/08/2024,Invoice,2061,Ebert-Krajcik,,Accounts Receivable (A/R),175.00,"167,812.90"
,Pest Control Services,09/30/2024,Invoice,2070,Huels Group,,Accounts Receivable (A/R),175.00,"167,987.90"
,Pest Control Services,10/09/2024,Sales Receipt,2122,Nienow-Mitchell,,Undeposited Funds,35.00,"168,022.90"
,Pest Control Services,10/16/2024,Sales Receipt,2117,Bahringer Inc,,Undeposited Funds,35.00,"168,057.90"
,Pest Control Services,10/17/2024,Invoice,2101,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),105.00,"168,162.90"
,Pest Control Services,10/19/2024,Sales Receipt,2118,Glover-Pfannerstill,,Undeposited Funds,35.00,"168,197.90"
,Pest Control Services,11/02/2024,Invoice,2147,Bahringer Inc,,Accounts Receivable (A/R),245.00,"168,442.90"
,Pest Control Services,11/12/2024,Invoice,2131,Schoen-O'Reilly,,Accounts Receivable (A/R),315.00,"168,757.90"
,Pest Control Services,11/16/2024,Credit Memo,2170,Huel-Botsford,,Accounts Receivable (A/R),-35.00,"168,722.90"
,Pest Control Services,11/24/2024,Invoice,2153,Bergstrom LLC,,Accounts Receivable (A/R),70.00,"168,792.90"
,Pest Control Services,11/28/2024,Sales Receipt,2161,Krajcik Inc,,Undeposited Funds,35.00,"168,827.90"
,Pest Control Services,12/02/2024,Sales Receipt,2197,Welch Inc,,Undeposited Funds,35.00,"168,862.90"
,Pest Control Services,12/13/2024,Sales Receipt,2205,Kub and Sons,,Undeposited Funds,35.00,"168,897.90"
,Pest Control Services,12/17/2024,Invoice,2176,Ebert-Krajcik,,Accounts Receivable (A/R),280.00,"169,177.90"
,Pest Control Services,12/18/2024,Sales Receipt,2204,Ortiz-Rogahn,,Undeposited Funds,35.00,"169,212.90"
,Pest Control Services,12/30/2024,Invoice,2190,Romaguera and Sons,,Accounts Receivable (A/R),105.00,"169,317.90"
,Pest Control Services,01/02/2025,Sales Receipt,2231,Mohr-Koch,,Undeposited Funds,35.00,"169,352.90"
,Pest Control Services,01/20/2025,Invoice,2219,Thompson-Aufderhar,,Accounts Receivable (A/R),105.00,"169,457.90"
,Pest Control Services,01/28/2025,Invoice,2213,Lind-Willms,,Accounts Receivable (A/R),245.00,"169,702.90"
,Pest Control Services,02/08/2025,Invoice,2246,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),315.00,"170,017.90"
,Pest Control Services,02/08/2025,Invoice,2259,Romaguera and Sons,,Accounts Receivable (A/R),35.00,"170,052.90"
,Pest Control Services,02/09/2025,Invoice,2249,Mohr-Koch,,Accounts Receivable (A/R),245.00,"170,297.90"
,Pest Control Services,02/10/2025,Invoice,2252,Rice-Block,,Accounts Receivable (A/R),245.00,"170,542.90"
,Pest Control Services,02/14/2025,Invoice,2254,Glover-Pfannerstill,,Accounts Receivable (A/R),175.00,"170,717.90"
,Pest Control Services,03/04/2025,Invoice,2277,Nienow-Mitchell,,Accounts Receivable (A/R),140.00,"170,857.90"
,Pest Control Services,03/06/2025,Sales Receipt,2298,Leuschke-Ernser,,Undeposited Funds,35.00,"170,892.90"
,Pest Control Services,03/10/2025,Invoice,2273,Greenholt-Cassin,,Accounts Receivable (A/R),210.00,"171,102.90"
,Pest Control Services,03/10/2025,Invoice,2288,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),315.00,"171,417.90"
,Pest Control Services,03/11/2025,Invoice,2279,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),70.00,"171,487.90"
,Pest Control Services,03/14/2025,Invoice,2289,Mayert-Lehner,,Accounts Receivable (A/R),70.00,"171,557.90"
,Pest Control Services,03/16/2025,Invoice,2276,Krajcik Inc,,Accounts Receivable (A/R),35.00,"171,592.90"
,Pest Control Services,03/24/2025,Sales Receipt,2295,Huel-Botsford,,Undeposited Funds,35.00,"171,627.90"
,Pest Control Services,03/27/2025,Credit Memo,2303,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),-35.00,"171,592.90"
,Pest Control Services,04/11/2025,Invoice,2325,Skiles Inc,,Accounts Receivable (A/R),350.00,"171,942.90"
,Pest Control Services,04/19/2025,Sales Receipt,2334,Nienow-Mitchell,,Undeposited Funds,35.00,"171,977.90"
,Pest Control Services,04/22/2025,Invoice,2310,Bergstrom LLC,,Accounts Receivable (A/R),175.00,"172,152.90"
,Pest Control Services,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,"172,397.90"
,Pest Control Services,05/12/2025,Invoice,2342,Watsica-Gottlieb,,Accounts Receivable (A/R),70.00,"172,467.90"
,Pest Control Services,05/12/2025,Invoice,2361,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),280.00,"172,747.90"
,Pest Control Services,06/02/2025,Sales Receipt,2407,"Crooks, Pollich and Mertz",,Undeposited Funds,35.00,"172,782.90"
,Pest Control Services,06/07/2025,Sales Receipt,2405,Watsica-Gottlieb,,Undeposited Funds,35.00,"172,817.90"
,Pest Control Services,06/10/2025,Invoice,2379,Mohr-Koch,,Accounts Receivable (A/R),70.00,"172,887.90"
,Pest Control Services,06/10/2025,Invoice,2379,Mohr-Koch,,Accounts Receivable (A/R),175.00,"173,062.90"
,Pest Control Services,07/18/2025,Invoice,2430,Leuschke-Ernser,,Accounts Receivable (A/R),280.00,"173,342.90"
,Pest Control Services,07/26/2025,Sales Receipt,2438,Prohaska LLC,,Undeposited Funds,35.00,"173,377.90"
,Pest Control Services,08/07/2025,Invoice,2463,Greenholt-Cassin,,Accounts Receivable (A/R),210.00,"173,587.90"
,Pest Control Services,08/22/2025,Sales Receipt,2477,Kub and Sons,,Undeposited Funds,35.00,"173,622.90"
,Pest Control Services,09/12/2025,Invoice,2507,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),140.00,"173,762.90"
,Pest Control Services,09/16/2025,Invoice,1002,Bill's Windsurf Shop,Pest Control Services,Accounts Receivable (A/R),35.00,"173,797.90"
,Pest Control Services,09/16/2025,Invoice,1030,Freeman Sporting Goods:0969 Ocean View Road,Pest Control Services,Accounts Receivable (A/R),35.00,"173,832.90"
,Pest Control Services,09/20/2025,Invoice,2491,"Glover, Bode and Raynor",,Accounts Receivable (A/R),70.00,"173,902.90"
,Pest Control Services,09/20/2025,Invoice,2492,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),245.00,"174,147.90"
,Pest Control Services,09/26/2025,Invoice,2508,Hand LLC,,Accounts Receivable (A/R),70.00,"174,217.90"
,Pest Control Services,09/26/2025,Invoice,2508,Hand LLC,,Accounts Receivable (A/R),35.00,"174,252.90"
,Pest Control Services,09/27/2025,Invoice,2510,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),280.00,"174,532.90"
,Pest Control Services,10/02/2025,Sales Receipt,2555,Watsica-Gottlieb,,Undeposited Funds,35.00,"174,567.90"
,Pest Control Services,10/12/2025,Invoice,2551,Mayert-Lehner,,Accounts Receivable (A/R),315.00,"174,882.90"
,Pest Control Services,10/18/2025,Invoice,2529,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,"175,127.90"
,Pest Control Services,10/28/2025,Invoice,2549,Fadel LLC,,Accounts Receivable (A/R),245.00,"175,372.90"
,Pest Control Services,11/14/2025,Invoice,1025,Amy's Bird Sanctuary,Pest Control Services,Accounts Receivable (A/R),35.00,"175,407.90"
,Pest Control Services,11/14/2025,Invoice,1027,Bill's Windsurf Shop,Pest Control Services,Accounts Receivable (A/R),35.00,"175,442.90"
,Pest Control Services,11/14/2025,Invoice,2571,Lind-Willms,,Accounts Receivable (A/R),70.00,"175,512.90"
,Pest Control Services,11/17/2025,Invoice,2591,Nienow-Mitchell,,Accounts Receivable (A/R),105.00,"175,617.90"
,Pest Control Services,11/20/2025,Deposit,,,,Savings,"2,658.21","178,276.11"
,Pest Control Services,12/09/2025,Invoice,2633,Huel-Botsford,,Accounts Receivable (A/R),35.00,"178,311.11"
,Pest Control Services,12/09/2025,Invoice,2633,Huel-Botsford,,Accounts Receivable (A/R),315.00,"178,626.11"
,Pest Control Services,12/11/2025,Invoice,2634,Ebert-Krajcik,,Accounts Receivable (A/R),315.00,"178,941.11"
,Pest Control Services,12/13/2025,Invoice,2629,"Romaguera, Heller and Mertz",,Accounts Receivable (A/R),210.00,"179,151.11"
,Pest Control Services,12/15/2025,Credit Memo,1026,Amy's Bird Sanctuary,Pest Control Services,Accounts Receivable (A/R),-100.00,"179,051.11"
,Pest Control Services,12/15/2025,Sales Receipt,2648,"Auer, Keeling and Steuber",,Undeposited Funds,35.00,"179,086.11"
,Pest Control Services,12/16/2025,Sales Receipt,2644,Mayert-Lehner,,Undeposited Funds,35.00,"179,121.11"
,Pest Control Services,12/20/2025,Invoice,2618,Leuschke-Ernser,,Accounts Receivable (A/R),175.00,"179,296.11"
,Pest Control Services,12/23/2025,Invoice,2614,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),350.00,"179,646.11"
,Pest Control Services,12/30/2025,Sales Receipt,1011,Pye's Cakes,Pest Control Services,Undeposited Funds,87.50,"179,733.61"
,Pest Control Services,12/30/2025,Refund,1020,Pye's Cakes,Refund - Pest control was ineffective,Checking,-87.50,"179,646.11"
,Pest Control Services,12/30/2025,Invoice,1023,Red Rock Diner,Pest Control Services,Accounts Receivable (A/R),70.00,"179,716.11"
Total for Pest Control Services,,,,,,,,"$179,716.11",
Refunds-Allowances,,,,,,,,,
,Refunds-Allowances,03/07/2023,Deposit,,,,Savings,"20,862.92","20,862.92"
,Refunds-Allowances,04/12/2024,Deposit,,,,Savings,"13,085.14","33,948.06"
,Refunds-Allowances,06/20/2024,Deposit,,,,Checking,"11,371.15","45,319.21"
,Refunds-Allowances,10/04/2024,Deposit,,,,Savings,"9,301.78","54,620.99"
,Refunds-Allowances,12/25/2024,Deposit,,,,Checking,"1,743.34","56,364.33"
,Refunds-Allowances,02/12/2025,Deposit,,,,Checking,"1,180.63","57,544.96"
,Refunds-Allowances,04/05/2025,Deposit,,,,Checking,"27,519.02","85,063.98"
,Refunds-Allowances,05/16/2025,Deposit,,,,Checking,"9,072.53","94,136.51"
,Refunds-Allowances,09/09/2025,Deposit,,,,Checking,"6,280.96","100,417.47"
,Refunds-Allowances,12/07/2025,Deposit,,,,Savings,"6,374.83","106,792.30"
Total for Refunds-Allowances,,,,,,,,"$106,792.30",
Sales of Product Income,,,,,,,,,
,Sales of Product Income,05/15/2023,Deposit,,,,Savings,"13,857.97","13,857.97"
,Sales of Product Income,11/19/2023,Deposit,,,,Savings,"22,919.61","36,777.58"
,Sales of Product Income,12/04/2023,Deposit,,,,Savings,"7,501.67","44,279.25"
,Sales of Product Income,05/28/2024,Deposit,,,,Savings,"4,258.96","48,538.21"
,Sales of Product Income,06/02/2024,Deposit,,,,Checking,"52,804.17","101,342.38"
,Sales of Product Income,08/19/2024,Deposit,,,,Savings,"71,741.22","173,083.60"
,Sales of Product Income,09/21/2024,Deposit,,,,Savings,"63,788.02","236,871.62"
,Sales of Product Income,07/13/2025,Deposit,,,,Checking,"3,156.76","240,028.38"
,Sales of Product Income,10/21/2025,Deposit,,,,Savings,"3,406.27","243,434.65"
,Sales of Product Income,12/20/2025,Invoice,1004,Cool Cars,Sprinkler Heads,Accounts Receivable (A/R),20.00,"243,454.65"
,Sales of Product Income,12/20/2025,Invoice,1004,Cool Cars,Sprinkler Pipes,Accounts Receivable (A/R),24.00,"243,478.65"
Total for Sales of Product Income,,,,,,,,"$243,478.65",
Services,,,,,,,,,
,Services,01/01/2023,Sales Receipt,1428,Baumbach-Botsford,,Undeposited Funds,0.00,0.00
,Services,01/08/2023,Invoice,1415,Hand LLC,,Accounts Receivable (A/R),0.00,0.00
,Services,01/10/2023,Invoice,1411,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,0.00
,Services,01/13/2023,Sales Receipt,1429,Skiles Inc,,Undeposited Funds,0.00,0.00
,Services,01/18/2023,Invoice,1416,Krajcik Inc,,Accounts Receivable (A/R),0.00,0.00
,Services,01/25/2023,Invoice,1407,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,0.00
,Services,01/29/2023,Sales Receipt,1431,"Kiehn, Franecki and Nicolas",,Undeposited Funds,0.00,0.00
,Services,02/07/2023,Invoice,1437,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,0.00
,Services,02/07/2023,Invoice,1437,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,0.00
,Services,02/15/2023,Invoice,1443,Skiles Inc,,Accounts Receivable (A/R),0.00,0.00
,Services,02/23/2023,Sales Receipt,1451,"Glover, Bode and Raynor",,Undeposited Funds,0.00,0.00
,Services,03/04/2023,Sales Receipt,1480,Shanahan LLC,,Undeposited Funds,0.00,0.00
,Services,03/06/2023,Credit Memo,1486,Kub and Sons,,Accounts Receivable (A/R),0.00,0.00
,Services,03/07/2023,Invoice,1474,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,0.00
,Services,03/09/2023,Invoice,1473,Baumbach-Botsford,,Accounts Receivable (A/R),0.00,0.00
,Services,03/13/2023,Invoice,1462,Hammes LLC,,Accounts Receivable (A/R),0.00,0.00
,Services,03/14/2023,Sales Receipt,1484,Lind-Willms,,Undeposited Funds,0.00,0.00
,Services,03/19/2023,Invoice,1472,Lind-Willms,,Accounts Receivable (A/R),0.00,0.00
,Services,03/22/2023,Invoice,1469,Skiles Inc,,Accounts Receivable (A/R),0.00,0.00
,Services,03/23/2023,Sales Receipt,1477,"Predovic, Kohler and Boyer",,Undeposited Funds,0.00,0.00
,Services,03/27/2023,Invoice,1466,Thompson-Aufderhar,,Accounts Receivable (A/R),0.00,0.00
,Services,03/28/2023,Deposit,,,,Checking,"6,568.21","6,568.21"
,Services,03/29/2023,Invoice,1470,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/01/2023,Invoice,1503,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/02/2023,Invoice,1493,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/02/2023,Invoice,1501,Leuschke-Ernser,,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/03/2023,Invoice,1495,Shanahan LLC,,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/03/2023,Sales Receipt,1515,Thompson-Aufderhar,,Undeposited Funds,0.00,"6,568.21"
,Services,04/15/2023,Invoice,1502,Leuschke-Ernser,,Accounts Receivable (A/R),0.00,"6,568.21"
,Services,04/17/2023,Deposit,,,,Checking,"34,507.11","41,075.32"
,Services,04/25/2023,Invoice,1489,Rice-Block,,Accounts Receivable (A/R),0.00,"41,075.32"
,Services,04/25/2023,Invoice,1500,Prohaska LLC,,Accounts Receivable (A/R),0.00,"41,075.32"
,Services,04/27/2023,Invoice,1496,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),0.00,"41,075.32"
,Services,04/28/2023,Sales Receipt,1510,"Langworth, Nolan and Harris",,Undeposited Funds,0.00,"41,075.32"
,Services,05/01/2023,Invoice,1523,Romaguera and Sons,,Accounts Receivable (A/R),0.00,"41,075.32"
,Services,05/01/2023,Invoice,1523,Romaguera and Sons,,Accounts Receivable (A/R),0.00,"41,075.32"
,Services,05/20/2023,Invoice,1521,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"41,075.32"
