Journal,,,,,,,,
Sandbox Company_US_2,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,

,Transaction date,Transaction type,Num,Name,Memo/Description,Full name,Debit,Credit
,04/25/2025,Bill Payment (Check),,Gislason LLC,,Savings,,519.49
,04/25/2025,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),519.49,
Total for 4399,,,,,,,$519.49,$519.49
4301,,,,,,,,
,04/26/2025,Invoice,2306,Glover-Pfannerstill,,Accounts Receivable (A/R),105.00,
,04/26/2025,Invoice,2306,Glover-Pfannerstill,,Landscaping Services,,105.00
,04/26/2025,Invoice,2306,Glover-Pfannerstill,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,04/26/2025,Invoice,2306,Glover-Pfannerstill,,Services,0.00,
Total for 4301,,,,,,,$105.00,$105.00
4314,,,,,,,,
,04/26/2025,Invoice,2319,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),890.00,
,04/26/2025,Invoice,2319,"Stokes, Murray and Wolff",,Landscaping Services,,140.00
,04/26/2025,Invoice,2319,"Stokes, Murray and Wolff",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/26/2025,Invoice,2319,"Stokes, Murray and Wolff",,Design income,,750.00
Total for 4314,,,,,,,$890.00,$890.00
4357,,,,,,,,
,04/26/2025,Expense,,,,Savings,,269.37
,04/26/2025,Expense,,,,Maintenance and Repair,269.37,
Total for 4357,,,,,,,$269.37,$269.37
4358,,,,,,,,
,04/26/2025,Expense,,,,Savings,,57.42
,04/26/2025,Expense,,,,Job Expenses:Job Materials:Sprinklers and Drip Systems,57.42,
Total for 4358,,,,,,,$57.42,$57.42
4351,,,,,,,,
,04/27/2025,Bill,,Weber and Sons,,Accounts Payable (A/P),,"1,390.03"
,04/27/2025,Bill,,Weber and Sons,,Job Expenses:Job Materials:Sprinklers and Drip Systems,"1,390.03",
Total for 4351,,,,,,,"$1,390.03","$1,390.03"
4391,,,,,,,,
,04/28/2025,Bill Payment (Check),,Kessler Inc,,Savings,,731.14
,04/28/2025,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),731.14,
Total for 4391,,,,,,,$731.14,$731.14
4407,,,,,,,,
,04/29/2025,Deposit,,,,Checking,"4,216.32",
,04/29/2025,Deposit,,,,Landscaping Services:Labor:Installation,,"4,216.32"
Total for 4407,,,,,,,"$4,216.32","$4,216.32"
4377,,,,,,,,
,04/30/2025,Payment,,Sauer Group,,Undeposited Funds,371.28,
,04/30/2025,Payment,,Sauer Group,,Accounts Receivable (A/R),,371.28
Total for 4377,,,,,,,$371.28,$371.28
4505,,,,,,,,
,05/01/2025,Payment,,Bergstrom LLC,,Undeposited Funds,450.00,
,05/01/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),,450.00
Total for 4505,,,,,,,$450.00,$450.00
4513,,,,,,,,
,05/01/2025,Bill Payment (Check),,Grimes-Schulist,,Savings,,"1,216.19"
,05/01/2025,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),"1,216.19",
Total for 4513,,,,,,,"$1,216.19","$1,216.19"
4467,,,,,,,,
,05/02/2025,Bill,,Weber and Sons,,Accounts Payable (A/P),,"1,696.90"
,05/02/2025,Bill,,Weber and Sons,,Job Expenses:Job Materials:Fountain and Garden Lighting,"1,696.90",
Total for 4467,,,,,,,"$1,696.90","$1,696.90"
4507,,,,,,,,
,05/02/2025,Bill Payment (Check),,Kessler Inc,,Checking,,"1,133.82"
,05/02/2025,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),"1,133.82",
Total for 4507,,,,,,,"$1,133.82","$1,133.82"
4525,,,,,,,,
,05/02/2025,Deposit,,,,Savings,"3,056.72",
,05/02/2025,Deposit,,,,Uncategorized Income,,"3,056.72"
Total for 4525,,,,,,,"$3,056.72","$3,056.72"
4437,,,,,,,,
,05/03/2025,Invoice,2359,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),100.00,
,05/03/2025,Invoice,2359,"Lindgren, Wiegand and White",,Landscaping Services:Labor:Installation,,100.00
,05/03/2025,Invoice,2359,"Lindgren, Wiegand and White",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4437,,,,,,,$100.00,$100.00
4443,,,,,,,,
,05/03/2025,Sales Receipt,2365,Morar-Ernser,,Undeposited Funds,0.00,
,05/03/2025,Sales Receipt,2365,Morar-Ernser,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4443,,,,,,,$0.00,
4451,,,,,,,,
,05/03/2025,Sales Receipt,2373,Glover-Pfannerstill,,Undeposited Funds,35.00,
,05/03/2025,Sales Receipt,2373,Glover-Pfannerstill,,Landscaping Services,,35.00
Total for 4451,,,,,,,$35.00,$35.00
4477,,,,,,,,
,05/03/2025,Expense,,,,Checking,,"1,107.40"
,05/03/2025,Expense,,,,Dues & Subscriptions,"1,107.40",
Total for 4477,,,,,,,"$1,107.40","$1,107.40"
4496,,,,,,,,
,05/03/2025,Payment,,Bergstrom LLC,,Undeposited Funds,789.11,
,05/03/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),,789.11
Total for 4496,,,,,,,$789.11,$789.11
4499,,,,,,,,
,05/03/2025,Payment,,Bergstrom LLC,,Undeposited Funds,197.13,
,05/03/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),,197.13
Total for 4499,,,,,,,$197.13,$197.13
4428,,,,,,,,
,05/04/2025,Invoice,2350,Mohr-Koch,,Accounts Receivable (A/R),0.00,
,05/04/2025,Invoice,2350,Mohr-Koch,,Landscaping Services,0.00,
Total for 4428,,,,,,,$0.00,
4433,,,,,,,,
,05/04/2025,Invoice,2355,Nienow-Mitchell,,Accounts Receivable (A/R),0.00,
,05/04/2025,Invoice,2355,Nienow-Mitchell,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4433,,,,,,,$0.00,
4463,,,,,,,,
,05/04/2025,Bill,,Schamberger-Schamberger,,Accounts Payable (A/P),,"1,200.76"
,05/04/2025,Bill,,Schamberger-Schamberger,,Disposal Fees,"1,200.76",
Total for 4463,,,,,,,"$1,200.76","$1,200.76"
4531,,,,,,,,
,05/04/2025,Journal Entry,,,,Advertising,"3,147.70",
,05/04/2025,Journal Entry,,,,Checking,,"3,147.70"
Total for 4531,,,,,,,"$3,147.70","$3,147.70"
4517,,,,,,,,
,05/05/2025,Bill Payment (Check),,Bailey-Ruecker,,Savings,,917.44
,05/05/2025,Bill Payment (Check),,Bailey-Ruecker,,Accounts Payable (A/P),917.44,
Total for 4517,,,,,,,$917.44,$917.44
4527,,,,,,,,
,05/05/2025,Deposit,,,,Savings,"5,529.83",
,05/05/2025,Deposit,,,,Landscaping Services:Job Materials:Decks and Patios,,"5,529.83"
Total for 4527,,,,,,,"$5,529.83","$5,529.83"
4432,,,,,,,,
,05/06/2025,Invoice,2354,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),105.00,
,05/06/2025,Invoice,2354,"Lynch, Ziemann and Wehner",,Landscaping Services,,105.00
,05/06/2025,Invoice,2354,"Lynch, Ziemann and Wehner",,Other Income,0.00,
Total for 4432,,,,,,,$105.00,$105.00
4465,,,,,,,,
,05/06/2025,Bill,,Trantow-Buckridge,,Accounts Payable (A/P),,638.63
,05/06/2025,Bill,,Trantow-Buckridge,,Job Expenses:Job Materials:Fountain and Garden Lighting,638.63,
Total for 4465,,,,,,,$638.63,$638.63
4520,,,,,,,,
,05/06/2025,Credit Memo,2375,Mayert-Lehner,,Accounts Receivable (A/R),0.00,
,05/06/2025,Credit Memo,2375,Mayert-Lehner,,Landscaping Services,0.00,
Total for 4520,,,,,,,$0.00,
4424,,,,,,,,
,05/07/2025,Invoice,2346,Rice-Block,,Accounts Receivable (A/R),0.00,
,05/07/2025,Invoice,2346,Rice-Block,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4424,,,,,,,$0.00,
4473,,,,,,,,
,05/07/2025,Expense,,,,Savings,,99.51
,05/07/2025,Expense,,,,Depreciation,99.51,
Total for 4473,,,,,,,$99.51,$99.51
4493,,,,,,,,
,05/07/2025,Payment,,Skiles Inc,,Undeposited Funds,122.60,
,05/07/2025,Payment,,Skiles Inc,,Accounts Receivable (A/R),,122.60
Total for 4493,,,,,,,$122.60,$122.60
4422,,,,,,,,
,05/08/2025,Invoice,2344,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,
,05/08/2025,Invoice,2344,Glover-Pfannerstill,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,05/08/2025,Invoice,2344,Glover-Pfannerstill,,Landscaping Services,0.00,
,05/08/2025,Invoice,2344,Glover-Pfannerstill,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4422,,,,,,,$0.00,
4444,,,,,,,,
,05/08/2025,Sales Receipt,2366,Bergstrom LLC,,Undeposited Funds,50.00,
,05/08/2025,Sales Receipt,2366,Bergstrom LLC,,Landscaping Services:Labor:Installation,,50.00
Total for 4444,,,,,,,$50.00,$50.00
4495,,,,,,,,
,05/08/2025,Payment,,"Crooks, Pollich and Mertz",,Undeposited Funds,586.29,
,05/08/2025,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),,586.29
Total for 4495,,,,,,,$586.29,$586.29
4425,,,,,,,,
,05/09/2025,Invoice,2347,Romaguera and Sons,,Accounts Receivable (A/R),600.00,
,05/09/2025,Invoice,2347,Romaguera and Sons,,Landscaping Services,0.00,
,05/09/2025,Invoice,2347,Romaguera and Sons,,Landscaping Services,0.00,
,05/09/2025,Invoice,2347,Romaguera and Sons,,Design income,,600.00
Total for 4425,,,,,,,$600.00,$600.00
4441,,,,,,,,
,05/09/2025,Sales Receipt,2363,Baumbach-Botsford,,Undeposited Funds,50.00,
,05/09/2025,Sales Receipt,2363,Baumbach-Botsford,,Landscaping Services:Labor:Installation,,50.00
Total for 4441,,,,,,,$50.00,$50.00
4418,,,,,,,,
,05/10/2025,Invoice,2340,Prohaska LLC,,Accounts Receivable (A/R),250.00,
,05/10/2025,Invoice,2340,Prohaska LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,05/10/2025,Invoice,2340,Prohaska LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,05/10/2025,Invoice,2340,Prohaska LLC,,Landscaping Services:Labor:Installation,,250.00
Total for 4418,,,,,,,$250.00,$250.00
4423,,,,,,,,
,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,
,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Pest Control Services,,245.00
,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Other Income,0.00,
,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4423,,,,,,,$245.00,$245.00
4511,,,,,,,,
,05/10/2025,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Checking,,139.92
,05/10/2025,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),139.92,
Total for 4511,,,,,,,$139.92,$139.92
4450,,,,,,,,
,05/11/2025,Sales Receipt,2372,Rice-Block,,Undeposited Funds,0.00,
,05/11/2025,Sales Receipt,2372,Rice-Block,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4450,,,,,,,$0.00,
4509,,,,,,,,
,05/11/2025,Bill Payment (Check),,Fisher Group,,Checking,,519.32
,05/11/2025,Bill Payment (Check),,Fisher Group,,Accounts Payable (A/P),519.32,
Total for 4509,,,,,,,$519.32,$519.32
4512,,,,,,,,
,05/11/2025,Bill Payment (Check),,Bailey-Ruecker,,Savings,,400.20
,05/11/2025,Bill Payment (Check),,Bailey-Ruecker,,Accounts Payable (A/P),400.20,
Total for 4512,,,,,,,$400.20,$400.20
4420,,,,,,,,
,05/12/2025,Invoice,2342,Watsica-Gottlieb,,Accounts Receivable (A/R),590.00,
,05/12/2025,Invoice,2342,Watsica-Gottlieb,,Landscaping Services:Job Materials:Plants and Soil,,20.00
,05/12/2025,Invoice,2342,Watsica-Gottlieb,,Landscaping Services:Labor:Installation,,500.00
,05/12/2025,Invoice,2342,Watsica-Gottlieb,,Pest Control Services,,70.00
Total for 4420,,,,,,,$590.00,$590.00
4429,,,,,,,,
,05/12/2025,Invoice,2351,Prohaska LLC,,Accounts Receivable (A/R),0.00,
,05/12/2025,Invoice,2351,Prohaska LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,05/12/2025,Invoice,2351,Prohaska LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,05/12/2025,Invoice,2351,Prohaska LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4429,,,,,,,$0.00,
4439,,,,,,,,
,05/12/2025,Invoice,2361,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),280.00,
,05/12/2025,Invoice,2361,"Stokes, Murray and Wolff",,Pest Control Services,,280.00
,05/12/2025,Invoice,2361,"Stokes, Murray and Wolff",,Landscaping Services:Job Materials:Plants and Soil,0.00,
,05/12/2025,Invoice,2361,"Stokes, Murray and Wolff",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4439,,,,,,,$280.00,$280.00
4459,,,,,,,,
,05/12/2025,Bill,,Hirthe-West,,Accounts Payable (A/P),,"2,464.96"
,05/12/2025,Bill,,Hirthe-West,,Job Expenses:Job Materials:Fountain and Garden Lighting,"2,464.96",
Total for 4459,,,,,,,"$2,464.96","$2,464.96"
4492,,,,,,,,
,05/12/2025,Payment,,Schoen-O'Reilly,,Undeposited Funds,315.00,
,05/12/2025,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),,315.00
Total for 4492,,,,,,,$315.00,$315.00
4447,,,,,,,,
,05/13/2025,Sales Receipt,2369,"Lindgren, Wiegand and White",,Undeposited Funds,50.00,
,05/13/2025,Sales Receipt,2369,"Lindgren, Wiegand and White",,Landscaping Services:Labor:Installation,,50.00
Total for 4447,,,,,,,$50.00,$50.00
4468,,,,,,,,
,05/13/2025,Bill,,Schroeder-Carroll,,Accounts Payable (A/P),,"2,575.51"
,05/13/2025,Bill,,Schroeder-Carroll,,Job Expenses:Job Materials:Sprinklers and Drip Systems,"2,575.51",
Total for 4468,,,,,,,"$2,575.51","$2,575.51"
4498,,,,,,,,
,05/13/2025,Payment,,Kub and Sons,,Undeposited Funds,990.09,
,05/13/2025,Payment,,Kub and Sons,,Accounts Receivable (A/R),,990.09
Total for 4498,,,,,,,$990.09,$990.09
4510,,,,,,,,
,05/13/2025,Bill Payment (Check),,Trantow-Buckridge,,Savings,,"1,617.09"
,05/13/2025,Bill Payment (Check),,Trantow-Buckridge,,Accounts Payable (A/P),"1,617.09",
Total for 4510,,,,,,,"$1,617.09","$1,617.09"
4462,,,,,,,,
,05/14/2025,Bill,,Hahn Group,,Accounts Payable (A/P),,970.02
,05/14/2025,Bill,,Hahn Group,,Maintenance and Repair,970.02,
Total for 4462,,,,,,,$970.02,$970.02
4464,,,,,,,,
,05/14/2025,Bill,,Kessler Inc,,Accounts Payable (A/P),,"2,126.91"
,05/14/2025,Bill,,Kessler Inc,,Advertising,"2,126.91",
Total for 4464,,,,,,,"$2,126.91","$2,126.91"
4481,,,,,,,,
,05/14/2025,Expense,,,,Savings,,165.22
,05/14/2025,Expense,,,,Job Expenses:Cost of Labor:Installation,165.22,
Total for 4481,,,,,,,$165.22,$165.22
4482,,,,,,,,
,05/14/2025,Expense,,,,Savings,,"1,224.30"
,05/14/2025,Expense,,,,Legal & Professional Fees,"1,224.30",
Total for 4482,,,,,,,"$1,224.30","$1,224.30"
4491,,,,,,,,
,05/14/2025,Payment,,Hand LLC,,Undeposited Funds,755.00,
,05/14/2025,Payment,,Hand LLC,,Accounts Receivable (A/R),,755.00
Total for 4491,,,,,,,$755.00,$755.00
4497,,,,,,,,
,05/14/2025,Payment,,Lind-Willms,,Undeposited Funds,675.00,
,05/14/2025,Payment,,Lind-Willms,,Accounts Receivable (A/R),,675.00
Total for 4497,,,,,,,$675.00,$675.00
4516,,,,,,,,
,05/14/2025,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,,"1,320.68"
,05/14/2025,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),"1,320.68",
Total for 4516,,,,,,,"$1,320.68","$1,320.68"
4533,,,,,,,,
,05/14/2025,Journal Entry,,,,Maintenance and Repair,663.37,
,05/14/2025,Journal Entry,,,,Checking,,663.37
Total for 4533,,,,,,,$663.37,$663.37
4479,,,,,,,,
,05/15/2025,Expense,,,,Checking,,340.99
,05/15/2025,Expense,,,,Legal & Professional Fees:Bookkeeper,340.99,
Total for 4479,,,,,,,$340.99,$340.99
4506,,,,,,,,
,05/15/2025,Payment,,Hammes LLC,,Undeposited Funds,140.00,
,05/15/2025,Payment,,Hammes LLC,,Accounts Receivable (A/R),,140.00
Total for 4506,,,,,,,$140.00,$140.00
4515,,,,,,,,
,05/15/2025,Bill Payment (Check),,Kulas Group,,Savings,,"1,410.58"
,05/15/2025,Bill Payment (Check),,Kulas Group,,Accounts Payable (A/P),"1,410.58",
Total for 4515,,,,,,,"$1,410.58","$1,410.58"
4521,,,,,,,,
,05/15/2025,Vendor Credit,,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),396.52,
,05/15/2025,Vendor Credit,,"Berge, Lueilwitz and Sanford",,Travel,,396.52
Total for 4521,,,,,,,$396.52,$396.52
4472,,,,,,,,
,05/16/2025,Bill,,Reynolds Group,,Accounts Payable (A/P),,540.71
,05/16/2025,Bill,,Reynolds Group,,Job Expenses:Job Materials:Sprinklers and Drip Systems,540.71,
Total for 4472,,,,,,,$540.71,$540.71
4526,,,,,,,,
,05/16/2025,Deposit,,,,Checking,"9,072.53",
,05/16/2025,Deposit,,,,Refunds-Allowances,,"9,072.53"
Total for 4526,,,,,,,"$9,072.53","$9,072.53"
4532,,,,,,,,
,05/16/2025,Journal Entry,,,,Legal & Professional Fees:Lawyer,"1,246.66",
,05/16/2025,Journal Entry,,,,Checking,,"1,246.66"
Total for 4532,,,,,,,"$1,246.66","$1,246.66"
4535,,,,,,,,
,05/16/2025,Journal Entry,,,,Job Expenses:Job Materials:Decks and Patios,177.95,
,05/16/2025,Journal Entry,,,,Checking,,177.95
Total for 4535,,,,,,,$177.95,$177.95
4446,,,,,,,,
,05/17/2025,Sales Receipt,2368,Skiles Inc,,Undeposited Funds,0.00,
,05/17/2025,Sales Receipt,2368,Skiles Inc,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4446,,,,,,,$0.00,
4427,,,,,,,,
,05/18/2025,Invoice,2349,Runte-Breitenberg,,Accounts Receivable (A/R),375.00,
,05/18/2025,Invoice,2349,Runte-Breitenberg,,Design income,,375.00
,05/18/2025,Invoice,2349,Runte-Breitenberg,,Services,0.00,
,05/18/2025,Invoice,2349,Runte-Breitenberg,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4427,,,,,,,$375.00,$375.00
4494,,,,,,,,
,05/18/2025,Payment,,Fadel-Oberbrunner,,Undeposited Funds,654.77,
,05/18/2025,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),,654.77
Total for 4494,,,,,,,$654.77,$654.77
4430,,,,,,,,
,05/19/2025,Invoice,2352,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,
,05/19/2025,Invoice,2352,"Thiel, Keeling and O'Keefe",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,05/19/2025,Invoice,2352,"Thiel, Keeling and O'Keefe",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4430,,,,,,,$0.00,
4448,,,,,,,,
,05/19/2025,Sales Receipt,2370,Ortiz-Rogahn,,Undeposited Funds,0.00,
,05/19/2025,Sales Receipt,2370,Ortiz-Rogahn,,Services,0.00,
Total for 4448,,,,,,,$0.00,
4502,,,,,,,,
,05/19/2025,Payment,,Sauer Group,,Undeposited Funds,445.00,
,05/19/2025,Payment,,Sauer Group,,Accounts Receivable (A/R),,445.00
Total for 4502,,,,,,,$445.00,$445.00
4519,,,,,,,,
,05/19/2025,Credit Memo,2374,Mayert-Lehner,,Accounts Receivable (A/R),,50.00
,05/19/2025,Credit Memo,2374,Mayert-Lehner,,Landscaping Services:Labor:Installation,50.00,
Total for 4519,,,,,,,$50.00,$50.00
4524,,,,,,,,
,05/19/2025,Deposit,,,,Savings,"8,057.61",
,05/19/2025,Deposit,,,,Landscaping Services:Labor:Installation,,"8,057.61"
Total for 4524,,,,,,,"$8,057.61","$8,057.61"
4530,,,,,,,,
,05/19/2025,Transfer,,,,Checking,,"2,353.34"
,05/19/2025,Transfer,,,,Savings,"2,353.34",
Total for 4530,,,,,,,"$2,353.34","$2,353.34"
4534,,,,,,,,
,05/19/2025,Journal Entry,,,,Job Expenses:Job Materials:Sprinklers and Drip Systems,"2,768.42",
,05/19/2025,Journal Entry,,,,Savings,,"2,768.42"
Total for 4534,,,,,,,"$2,768.42","$2,768.42"
4426,,,,,,,,
,05/20/2025,Invoice,2348,Mayert-Lehner,,Accounts Receivable (A/R),600.00,
,05/20/2025,Invoice,2348,Mayert-Lehner,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,05/20/2025,Invoice,2348,Mayert-Lehner,,Design income,,600.00
Total for 4426,,,,,,,$600.00,$600.00
4436,,,,,,,,
,05/20/2025,Invoice,2358,Romaguera and Sons,,Accounts Receivable (A/R),300.00,
,05/20/2025,Invoice,2358,Romaguera and Sons,,Design income,,300.00
,05/20/2025,Invoice,2358,Romaguera and Sons,,Services,0.00,
Total for 4436,,,,,,,$300.00,$300.00
4470,,,,,,,,
,05/20/2025,Bill,,Ortiz-Beatty,,Accounts Payable (A/P),,"1,186.56"
,05/20/2025,Bill,,Ortiz-Beatty,,Bank Charges,"1,186.56",
Total for 4470,,,,,,,"$1,186.56","$1,186.56"
4474,,,,,,,,
,05/20/2025,Expense,,,,Savings,,136.19
,05/20/2025,Expense,,,,Utilities,136.19,
Total for 4474,,,,,,,$136.19,$136.19
4421,,,,,,,,
,05/21/2025,Invoice,2343,Johnston-Berge,,Accounts Receivable (A/R),0.00,
,05/21/2025,Invoice,2343,Johnston-Berge,,Services,0.00,
,05/21/2025,Invoice,2343,Johnston-Berge,,Other Income,0.00,
Total for 4421,,,,,,,$0.00,
4449,,,,,,,,
,05/21/2025,Sales Receipt,2371,Hammes LLC,,Undeposited Funds,0.00,
,05/21/2025,Sales Receipt,2371,Hammes LLC,,Landscaping Services,0.00,
Total for 4449,,,,,,,$0.00,
4461,,,,,,,,
,05/21/2025,Bill,,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),,"1,797.53"
,05/21/2025,Bill,,"Kozey, Cruickshank and Prohaska",,Equipment Rental,"1,797.53",
Total for 4461,,,,,,,"$1,797.53","$1,797.53"
4469,,,,,,,,
,05/21/2025,Bill,,Ortiz-Beatty,,Accounts Payable (A/P),,668.54
,05/21/2025,Bill,,Ortiz-Beatty,,Job Expenses:Permits,668.54,
Total for 4469,,,,,,,$668.54,$668.54
4489,,,,,,,,
,05/21/2025,Payment,,Welch Inc,,Undeposited Funds,976.60,
,05/21/2025,Payment,,Welch Inc,,Accounts Receivable (A/R),,976.60
Total for 4489,,,,,,,$976.60,$976.60
4445,,,,,,,,
,05/22/2025,Sales Receipt,2367,Shanahan LLC,,Undeposited Funds,0.00,
,05/22/2025,Sales Receipt,2367,Shanahan LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4445,,,,,,,$0.00,
4478,,,,,,,,
,05/22/2025,Expense,,,,Savings,,61.74
,05/22/2025,Expense,,,,Maintenance and Repair:Building Repairs,61.74,
Total for 4478,,,,,,,$61.74,$61.74
4490,,,,,,,,
,05/22/2025,Payment,,Lind-Willms,,Undeposited Funds,177.35,
,05/22/2025,Payment,,Lind-Willms,,Accounts Receivable (A/R),,177.35
Total for 4490,,,,,,,$177.35,$177.35
4440,,,,,,,,
,05/24/2025,Sales Receipt,2362,"Crooks, Pollich and Mertz",,Undeposited Funds,0.00,
,05/24/2025,Sales Receipt,2362,"Crooks, Pollich and Mertz",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4440,,,,,,,$0.00,
4442,,,,,,,,
,05/24/2025,Sales Receipt,2364,Johnston-Berge,,Undeposited Funds,0.00,
,05/24/2025,Sales Receipt,2364,Johnston-Berge,,Other Income,0.00,
Total for 4442,,,,,,,$0.00,
4501,,,,,,,,
,05/24/2025,Payment,,"Lindgren, Wiegand and White",,Undeposited Funds,775.57,
,05/24/2025,Payment,,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),,775.57
Total for 4501,,,,,,,$775.57,$775.57
4508,,,,,,,,
,05/24/2025,Bill Payment (Check),,McClure-Thiel,,Savings,,720.00
,05/24/2025,Bill Payment (Check),,McClure-Thiel,,Accounts Payable (A/P),720.00,
Total for 4508,,,,,,,$720.00,$720.00
4458,,,,,,,,
,05/25/2025,Bill,,Marquardt-Erdman,,Accounts Payable (A/P),,"2,619.15"
,05/25/2025,Bill,,Marquardt-Erdman,,Unapplied Cash Bill Payment Expense,"2,619.15",
Total for 4458,,,,,,,"$2,619.15","$2,619.15"
4438,,,,,,,,
,05/26/2025,Invoice,2360,Mayert-Lehner,,Accounts Receivable (A/R),60.00,
,05/26/2025,Invoice,2360,Mayert-Lehner,,Services,0.00,
,05/26/2025,Invoice,2360,Mayert-Lehner,,Landscaping Services:Job Materials:Plants and Soil,,60.00
,05/26/2025,Invoice,2360,Mayert-Lehner,,Other Income,0.00,
